GeneNames,logFC,p_values
ZNF341,,0.0555720256497373
GGT7,,0.0524669049384776
DEFB118,,0.857266266670099
ACSS2,,0.501342932180768
EDA2R,,0.536086439899655
ARHGEF9,,5.25613381645437E-04
C1QL1,,7.30978357811891E-10
GFAP,,0.00497619664149403
PYY,,
HIGD1B,,0.750410699786548
ATP6V1E1,,1.96317188803367E-07
ZNF227,,0.00714763792374952
ZNF428,,
TEX101,,0.0427921234087917
ZNF141,,0.0098272669046446
COX4I1,,1.17914386751691E-07
EMC8,,0.701163260721907
GSE1,,0.00798263172501264
GINS2,,0.533227536182157
CHMP1A,,
SH3BGRL,,0.00220557387326768
COX7B,,0.365522642811302
SLC34A1,,0.519135326109372
F12,,3.4202998128787E-06
PRR7,,0.297234943421873
NFATC1,,0.550285396319911
IDO1,,0.37885414253862
CAP1,,0.091842257376437
PPT1,,0.00294040160820536
RAB11FIP4,,3.70076987944526E-11
RLIM,,0.0195850092195256
CDX4,,0.0429465527102252
ABCB7,,0.156479037385252
TRAF3,,0.08209013225827
HAUS8,,0.773040486749223
ADGRE3,,0.164670818367152
MRPS25,,0.00635156210589745
SH3BP5,,4.71226712281715E-04
HACL1,,0.195140785235445
TBC1D5,,0.538700339639356
CAPN7,,0.0238896883278517
RFTN1,,0.640545532902284
C3orf20,,0.368874566724582
RBSN,,0.0811412114719067
GALNT15,,0.00157021311073564
SLC6A6,,0.808794478820693
KCNC3,,2.58308049991604E-07
NAPSA,,
NAPSB,,6.27043946075193E-05
NR1H2,,0.286553634387561
LRRC4B,,0.152329635272725
PDLIM4,,0.0109521241443199
KIF3A,,1.27431584193561E-04
MGAT1,,0.00282949550918365
GFPT2,,0.434255075947782
TUBG1,,0.0190226863483423
PSME3,,0.0277877932285077
RPL27,,0.29877837169425
PSMC3IP,,
AOC3,,0.828687924670646
ACLY,,3.01406014385447E-06
VPS25,,0.121307499869962
RAMP2,,0.0102964988408723
AOC2,,0.0976631541059598
G6PC1,,0.0253475729184039
NDUFA2,,0.203542286361269
ANKHD1,,0.821016097132191
DIAPH1,,0.0278008330430099
NDFIP1,,0.417556125210287
UBE2D2,,0.698589129637666
EXOC4,,
ACAP3,,0.0542691102354312
C1orf159,,0.00117730545761871
ANO1,,0.373905246960629
PPFIA1,,0.302898812285977
TMEM204,,4.97431559004056E-05
KREMEN2,,
THOC6,,0.43153342168478
TRAF7,,0.249147266776952
BARX1,,0.00926190737173015
NINJ1,,0.00307569329257713
CA6,,
NPHP4,,0.340099833720052
MAP1B,,5.547195702098E-04
IL13RA1,,1.38993592397727E-09
WDR44,,
CKMT2,,0.00287918094730459
ZCCHC9,,4.6521735786994E-04
KRT34,,0.788790201656243
KRT33B,,0.824989825204509
TNS4,,0.00557786670377331
TOP2A,,2.34191819109097E-06
STARD3,,0.436692587925066
RARA,,0.208219233734874
PPP1R1B,,2.31236162879217E-07
KHDRBS3,,0.00898092274387397
CHD1L,,0.277997336992007
PEX11B,,0.644360979493491
FMO5,,0.00430638660570891
PIAS3,,0.120105875586897
PRKAB2,,0.283568920530027
CLUHP3,,0.0426675715126468
FSHB,,0.210639083332801
PDHA1,,0.043464272399451
RAI2,,0.524599485123864
MCCC2,,0.0632130657872627
ZNF304,,0.478232407245541
ZSCAN5A,,0.00737700214286614
ZNF132,,0.00154049376117272
USP29,,0.266597569458815
SELENOS,,0.0145848191311599
CHSY1,,0.0277897073901704
SNRPA1,,0.325653522566185
LLGL1,,0.837185906408081
NR0B2,,
LIN28A,,
THAP1,,0.468336424240143
RHPN2,,0.57144450618773
C19orf12,,0.0313724890289651
FAAP24,,0.294845439242036
ACTR10,,0.118635976572138
ABHD12B,,0.451909238380217
GCH1,,0.214097290786935
LGALS3,,9.10690538500299E-06
PODNL1,,2.36558603629223E-04
DNAJB1,,0.603051299595557
FBXW9,,0.153667057975219
RFX1,,0.053453065482736
BRME1,,
DCAF15,,0.00514851604315112
CC2D1A,,1.12017048724895E-05
RTBDN,,0.0648641462675388
MATN3,,0.0475683725043486
TRIM21,,1.09433896249541E-08
SPATA6,,7.0703834191561E-09
LRRC41,,
CCT6B,,0.00263524085393657
DHX30,,0.670109544849737
RAF1,,0.0571345810542329
SLC6A11,,0.0606427040057738
PPARG,,0.00924920998051349
NUP210,,0.0873871273109134
FCRLA,,1.3957740610519E-04
HSD17B7,,0.157845890545151
ENOSF1,,6.02482213373828E-04
LINC00470,,
EMILIN2,,6.76188232672729E-06
ARFIP2,,0.558457745764835
TRIM5,,2.91953291993594E-08
CNGA4,,
TRIM22,,4.73017865718166E-08
RRP8,,0.294256834846401
TIMM10B,,
EFR3A,,2.07195419751843E-04
HHLA1,,0.821302056080333
PTCD3,,0.0351198336733719
IMMT,,0.0242631946113384
MRPL35,,0.691130348719621
IQCA1,,0.00463670806395256
ILKAP,,0.341238155747376
PER2,,0.00711547572157779
RAMP1,,0.00182432292901125
SCLY,,
PTPRE,,3.76976330866546E-09
RAN,,0.321790222802014
PRKAA1,,0.0219467402495654
CARD6,,3.37962959492915E-06
RAP1GAP2,,8.41822388011983E-10
CLUH,,1.57346473336802E-06
INPP5K,,
MYBBP1A,,
RPA1,,0.0790677945926573
SERPINF1,,0.116653288724107
UBE2G1,,0.00650919224613835
EEFSEC,,0.448751974019391
TBC1D14,,0.00116554709648766
TMEM128,,0.169482807105265
COQ3,,0.85961347723471
PNISR,,0.270249956117115
POPDC3,,0.716618143534812
SEC61G,,0.0314806153299888
LANCL2,,6.49222868108959E-06
FIGNL1,,0.397674000543607
DDC,,0.508258846464954
FTHL17,,0.055916908585742
GRSF1,,0.311434372982881
ENAM,,0.269125365902616
JCHAIN,,0.0343468970711484
ANKRD17,,
UTP3,,0.637289562911757
ITGB4,,3.59602834785641E-05
WBP2,,0.855816248142777
H3-3B,,0.00553996068397388
UNK,,0.350816175618104
TRIM47,,3.81106675196651E-06
ZRANB2,,0.295469754210187
EIF5A,,0.662149120373415
KDM6B,,0.0425335052581762
SLC52A1,,
GUCY2D,,0.0300652805719644
XAF1,,0.400029661059078
DLG4,,1.77620891962251E-07
RIDA,,0.00104683036196054
VPS13B,,0.0472632857714863
RGS22,,8.64169599278781E-06
MATN2,,1.42009905795498E-10
REEP2,,0.0123082532738779
PCBD2,,9.71053438308876E-04
SDF2,,0.0388999495508562
FLOT2,,0.0507908858077435
ERAL1,,0.506866272281434
PRMT7,,0.740725430486131
NIP7,,1.45079553403479E-04
TERF2,,0.202678838067385
VPS4A,,0.00346579403998443
MTSS2,,0.0222809571905462
HSPA12B,,0.0125771395920391
ANKEF1,,2.41293924972798E-05
SCP2D1,,0.713081026537801
PCED1A,,0.126959755479164
SNAP25,,3.50475713385529E-10
BTBD3,,1.91846158925692E-05
PCNA,,0.250985096043191
NXT1,,0.0108352680140187
POLR3F,,0.57431389037708
RIN2,,1.63726458676904E-07
PTPRA,,0.471066522836146
SSTR4,,0.341567589061487
DAP3,,0.0102341906521417
RHBG,,0.00559912231146282
KHDC4,,0.157320946216608
ATP1A4,,0.133799544710155
NES,,7.76891816743302E-08
BCAN,,6.09375375501616E-07
CRP,,0.135348585452853
RAB25,,0.337665721054528
HAPLN2,,0.0736528086578667
APCS,,0.0203434544810689
FCRL2,,0.790608206667073
SYT11,,0.15416852983964
IGHMBP2,,
ACY3,,0.00109062556014846
ALDH3B2,,
TESMIN,,0.0414182927675426
MMACHC,,0.776642115833411
DPH2,,0.769342930779486
TOE1,,0.410124453435363
NASP,,0.55016953859951
CTNNBL1,,
LPIN3,,0.0202480379223703
ZSWIM3,,
RBM38,,0.48775836686582
VSTM2L,,1.05419350245924E-09
OSER1,,0.0254615405608116
SERINC3,,0.00329798185472033
PPP1R3D,,0.212976677801868
DMGDH,,
BHMT2,,0.786235195930579
AP3B1,,1.78262668197317E-07
ZBED3,,9.82624089742005E-04
PATJ,,0.563292631421267
KANK4,,0.0830699832073473
SYT4,,1.58706424544502E-15
SLC14A2,,0.836599059937618
FBXO44,,9.10690538500299E-06
CPLANE2,,0.0163658115656635
CASP9,,0.110254018110671
NMUR2,,0.461997682013689
DCTN4,,0.0318115989608872
PDE6A,,0.270971674339837
ATP8A2,,7.037853314117E-06
MTUS2,,7.0703834191561E-09
ZMYM5,,0.202699001618763
USPL1,,0.312244127702256
XPO4,,0.0183607367413965
POMP,,
CDK8,,
ALOX5AP,,3.44234402219815E-09
WASF3,,2.81012976030494E-06
RNF17,,
GPR12,,0.124293755742419
CHRM3,,0.143603020539388
MYH8,,0.1288884698204
MYH10,,0.00327767210455858
PEMT,,3.05218296348489E-04
SCO1,,0.712712638329403
MPRIP,,0.0214485714967541
CHI3L1,,7.76527522557767E-04
MYBPH,,0.135205642600706
PIK3C2B,,0.106700433578403
DSTYK,,0.0583230454586339
CHIT1,,
SLC41A1,,0.334517017097219
LGR6,,0.0207638240053069
TMCC2,,1.98405393099148E-05
DCLK1,,0.655071923300184
CCNA1,,3.15461128090621E-07
COG6,,0.449136541529163
SPART,,0.0092966543783436
RXFP2,,0.56997623897791
EPSTI1,,7.56563288490363E-06
TRPC4,,0.69056778636615
POSTN,,4.03354515459331E-10
RFXAP,,0.0613382700589152
GPALPP1,,0.0375044579494942
STOML3,,
KL,,0.0404569927411518
RFC3,,0.75813030550396
STARD13,,
IRS4,,0.00106473460584685
MORC4,,5.1390003506228E-05
BEX2,,0.0133742234710076
RNF128,,0.00173555368663761
TBC1D8B,,1.35272970021624E-04
TCEAL4,,0.0203082292155959
BEX1,,0.0797665960031614
FAM104A,,3.09342352798971E-06
SLC39A11,,0.287591055290867
EPHB2,,0.136178316703678
SRRM1,,0.855137278001564
BTBD2,,0.575069277581037
PRAM1,,0.811871573003909
KMT5C,,0.0200641262363235
ZNF414,,0.665036552528524
PDE6B,,0.00338270734748613
HSPBP1,,0.002179132950108
CSNK1G2,,0.0153101267954195
SLF1,,0.0017075531921361
CNDP2,,0.0363485304359557
MACROD1,,0.797893932326113
WDR74,,
LGALS12,,
RTN3,,0.126187328927082
PLAAT4,,8.50268730640699E-05
PLAAT2,,0.805215388861283
MYH11,,0.0322310393743512
CEP20,,0.835055487883609
MED10,,0.0858710366329629
PDZD2,,0.00894824782071723
MORC2,,0.515473543595457
LARGE1,,0.0349243382772066
MYO18B,,0.33850483527261
SLC2A11,,0.00584029453144417
C1QTNF6,,0.00218215964579407
FAM83F,,0.117500139605532
SEC14L4,,0.207790579617983
ZDHHC8P1,,2.32160595342474E-06
GIMAP6,,3.78302539956247E-07
GIMAP4,,5.85691239740891E-07
ADCK2,,0.0457958761519554
MKRN1,,0.0041897099173816
AGAP3,,1.83951190228501E-04
KRBA1,,0.528509560385448
ZNF767P,,0.0388970125902757
ACTR3B,,3.49631580106285E-06
NTS,,0.32686110473914
BTG1,,0.182111198534532
LRRIQ1,,0.416733602865263
C12orf29,,0.00291832844569654
ATP13A3,,0.00409915774909227
SFTPD,,0.0222944528048682
DYDC2,,0.0054899986585567
TMEM254,,0.00271559783343484
TMTC1,,1.12485772670652E-04
KRAS,,0.0397325383456552
IPO8,,6.01961898990158E-04
LARS1,,0.10297196741431
SPINK5,,0.844866935868802
IMPA1,,0.0647801055152834
E2F5,,5.04082482472181E-07
CA1,,0.0282196736611942
CCDC59,,0.535213655087901
SWAP70,,1.95577115356643E-05
ARNTL,,3.01048487052491E-08
LYVE1,,0.706730527396767
AMPD3,,0.275842791350044
SBF2,,0.00295382950863949
MICAL2,,1.1286648158998E-07
RRAS2,,0.717675709291386
HSD17B4,,0.160017761086494
ZFC3H1,,0.147896697275387
TEX15,,0.695014088530861
SARAF,,0.618206634742853
RNF122,,0.812996954145706
DUSP26,,7.3087945119133E-05
DPF2,,0.0847174639123046
MEN1,,
ERG28,,0.388111062445095
GSC,,0.622188211009896
DGLUCY,,7.29667054989654E-06
UNC79,,0.00708350389850592
NUMB,,0.708948813793759
CATSPERB,,0.0253611672980164
VRTN,,0.0193456971218863
TTC9,,0.435162860767871
MED6,,0.419098535383348
EIF2S1,,
ADAM20,,0.221567796509211
LOXL2,,1.63791660409175E-06
ELP3,,0.402483167808028
PEBP4,,0.0535172738494517
ADAMDEC1,,0.167411115446454
CTIF,,2.4773140382882E-08
MRO,,0.113871606046646
MBD2,,2.42025545066149E-05
IER3IP1,,0.354988565243718
MRPS36,,
CCNB1,,0.844866935868802
CD180,,2.58083343500112E-04
IRAK2,,0.0279800483846895
CAMK1,,0.0304423469977141
THUMPD3,,0.822537133157874
BHLHE40,,0.744306742744486
ARL8B,,5.89837377760178E-04
EDEM1,,0.127477588463059
CNTN6,,0.0369061247908757
CHL1,,0.00750266586307568
MEIS2,,0.487730189764261
DPH6,,1.91858610952168E-10
KATNBL1,,0.414790853235557
EMC7,,0.100939325820283
TRPM1,,0.0924565415228526
GNAT2,,0.194374987906373
PRPF38B,,0.868537381042583
REG4,,0.185737021157599
TSPAN2,,0.680491612520494
TSHB,,0.202515330535159
GSTM5,,0.00944459079010987
GSTM3,,0.30489088121217
SYT6,,0.00404697132851184
VAV3,,0.665348605697244
CHIA,,0.768602412823844
PSRC1,,
HMGCS2,,0.518696460111807
PTPN22,,0.00390411528956748
SORT1,,0.00313918681592955
WNT2B,,5.52445626757518E-04
PTGFRN,,2.07683367304147E-07
LAMTOR5,,0.489911618332842
ADAM30,,0.368843602700901
NOTCH2,,1.4069598775918E-04
TRIM45,,0.00466756828719937
CEPT1,,0.811318234291434
CD101,,3.69073466457785E-05
VTCN1,,0.491862338633635
NGF,,0.0938254715376432
AP4B1,,0.167979473614931
NAPG,,0.00119610641021257
SPIRE1,,2.21214410370071E-04
PPHLN1,,0.131370695349678
FKBP11,,1.77288255995517E-05
ARF3,,0.0280288487948337
TMEM106C,,0.338734961225708
SLC38A2,,0.438209325882706
YWHAQ,,0.637341871389392
KIDINS220,,0.45957292886545
GRHL1,,0.00258756375131987
ROCK2,,1.88578695438354E-05
RSAD2,,5.61528655950055E-05
MYCN,,0.00496258019957317
LPIN1,,0.13094294260979
CMPK2,,0.220026849194704
IAH1,,0.283582403661264
ANO3,,0.00165206796299894
IL6ST,,0.00190974507581014
FST,,1.15448366644878E-04
NAV1,,0.0058977448567795
CDC73,,3.02805695342913E-05
TIMM17A,,1.07330384429246E-04
CRB1,,0.931989807715279
CFHR5,,0.768059499488238
ERN 2.00,,0.516702657731625
RPS15A,,0.0233520601262517
RAX,,0.00623756841789411
NARS1,,0.0801207510209016
GRP,,0.0398962989260527
RELCH,,2.56852175714921E-04
FBH1,,0.755005972657663
RBM17,,
IL2RA,,0.351297538081365
ANKRD16,,0.409166153140206
ECHDC3,,0.288232665298268
IL15RA,,0.169118115273476
CCNH,,0.483864360063787
HRH4,,0.162559763721933
TMEM241,,0.525480633570543
KCTD1,,6.65197405276976E-07
CABLES1,,1.4069598775918E-04
DOCK2,,5.42750604498491E-06
EMP1,,1.16452931254322E-07
SOX5,,6.72722458901824E-04
RERG,,5.70788000117193E-05
SLCO1B1,,
KLRD1,,0.332066472358774
SPX,,6.06387068943741E-07
LRP4,,0.0277897073901704
MYBPC3,,0.24866282931604
DDB2,,2.0850797739408E-04
ACP2,,0.00210801028661063
USP26,,
RTL8C,,0.256966370676197
RAB33A,,0.278001430055037
SOX3,,5.57778437941916E-04
RBMX2,,
STK26,,0.181264426877672
PIWIL4,,0.25542229233158
MTNR1B,,0.0655863108391193
PUM1,,0.0118323414037959
SPOCD1,,1.76412944997277E-08
YARS1,,0.00699876842913302
PHC2,,0.00220069069988369
CDCA8,,0.00456460992695904
GNL2,,0.0761032426750723
AGO4,,0.150620911310984
HOOK1,,1.28620056362667E-09
CYP2J2,,0.784364386230929
BTF3L4,,0.704214743621617
TUT4,,0.425391872009704
PRPF38A,,0.0588135388869015
DSC2,,5.94925261236564E-06
DSG3,,0.810219514437028
RNF138,,0.108390942456227
ELP2,,0.0169133922641331
DSG1,,0.602018718287558
DSC3,,0.587597366774672
DSC1,,0.00227408990015641
DTNA,,0.777605261132573
FHOD3,,0.00392572869728367
TPGS2,,0.416890708572255
DAGLA,,3.20160800598412E-04
SLC43A3,,8.82493467629212E-13
TIMM10,,
CBLIF,,0.179305876281794
DHX34,,0.199172702728615
APLNR,,0.00134815541893858
FADS2,,3.76599014495741E-05
TMEM258,,3.88853211459935E-07
TCN1,,0.405656946157829
C5AR2,,
TMEM165,,0.00685438933634478
CLOCK,,0.393756068454998
PDGFRA,,8.15801496540025E-08
GGACT,,
COL4A2,,4.02694077292481E-06
CLDN10,,0.017659148923203
DZIP1,,0.336216589136997
UBAC2,,
ARGLU1,,0.425122003619268
BIVM,,0.10791948976895
ERCC5,,
TPP2,,0.436866658323052
POGLUT2,,0.0053293975802345
CARS2,,0.279964509090046
ARHGAP32,,0.00141352058677103
STT3A,,0.0081767900117619
ADAMTS8,,0.253949882854703
ACRV1,,0.780865539432917
ETS1,,4.13521198115488E-08
SLC37A2,,
KLB,,
TMED7,,8.54134299390063E-07
APC,,0.00289869593939351
NREP,,4.44735217453751E-05
WDR36,,0.0211382238737358
OSTF1,,0.0409085235586615
RFK,,0.0221603823782205
UBQLN1,,0.0360808354301312
NAA35,,0.828687924670646
C9orf40,,0.039119245532953
ANXA1,,1.78799288514896E-07
CTSL,,0.594175177029825
CEMIP2,,0.142189956635801
AGTPBP1,,1.60354989256034E-04
GOLM1,,7.09756192891719E-09
FAM189A2,,0.00406567806434524
PSAT1,,0.00168982383156052
ISCA1,,0.112249755849104
ADAM19,,0.0550526495972881
HAVCR2,,2.86621365552041E-06
CCNJL,,0.0158721445769303
TAOK3,,0.412015652525081
USP30,,0.814770105905892
SDS,,0.0205855313922119
MSI1,,0.0126799874619685
HNF1A,,0.085744067123949
FBXO21,,0.51840942957391
TBX3,,0.787859186309966
OASL,,0.104633333119146
HRK,,0.00154049376117272
RNFT2,,0.00279357377784945
P2RX4,,0.0896491856491987
BICDL1,,3.69497140225871E-10
DTX1,,0.0389504878290868
TRAFD1,,0.0570726908945955
DMTF1,,0.716283083986421
TMEM243,,0.284740217972893
CCDC146,,0.0334760244220329
TMEM60,,0.0146661231282819
CD36,,0.00535433373893714
UGT2A3,,
CSN2,,0.589161031932838
PNPLA8,,0.0691513876898102
HILPDA,,0.388297136160382
FAM71F1,,0.663027630672185
RINT1,,0.591592448762718
SRPK2,,2.32844913689235E-05
KCP,,0.0405819851283411
TES,,0.14412408388639
MDFIC,,0.0116298731004708
MTO1,,0.817277308878197
ADGRB3,,0.0291471314958632
ANKRD6,,0.456715728913554
HTR1B,,0.817437162217486
KHDC1,,0.0171112029425204
CEP162,,0.0424642808147689
SYNCRIP,,5.70084742935843E-06
NT5E,,7.33323217365377E-07
MRAP2,,3.80893882524833E-06
EPHA7,,6.40298459579612E-05
AKIRIN2,,
ORC3,,0.371635954114855
LCA5,,0.00418236599089043
MAP3K7,,0.0057079699855715
CGA,,0.573154358177427
GJA10,,0.348207736577405
PRR5L,,0.0136930496051886
LMO2,,2.45785518067806E-07
PHF21A,,0.0150481552032481
NAT10,,3.84687125779718E-04
EHF,,
ELF5,,
PRRG4,,5.41235678390577E-05
CAPRIN1,,4.72680763574175E-05
ATP5MC2,,0.17203903394844
DNAJC14,,0.443381650607513
CD63,,8.01394546365227E-11
PRPH,,0.276118483851138
AVIL,,0.0992441818175633
AMHR2,,0.242552226766733
LACRT,,0.0206887386767788
GDF11,,0.308636853843955
GLS2,,1.16783224020165E-11
ITGA7,,2.82481733931789E-06
TESPA1,,6.88376951720051E-05
FAM186B,,0.366522016849493
AGAP2,,3.45541138959949E-05
KRT85,,0.762376601568081
PPP1R1A,,6.98748815473303E-13
TROAP,,0.0950810071077397
TSPAN31,,0.00121690971452753
B4GALNT1,,0.00270064864153283
TFCP2,,9.99034874644196E-05
COQ10A,,0.151073330932196
FAIM2,,0.445470381481742
PAN2,,0.426480193741729
ESPL1,,0.00185117317514661
KRT7,,0.442897551664337
ZC3H10,,0.0211210851191725
HNRNPA1,,0.0756887448392993
ACVR1B,,1.50676981691273E-06
OS9,,1.97198905497605E-06
KCNH3,,1.79734871106914E-06
LTV1,,0.137519058574974
MAP7,,0.00424865986489126
CD164,,4.25838503125487E-04
AFG1L,,
NHSL1,,1.65988070206184E-04
AHI1,,0.0134268714349505
HEY2,,1.74924744199301E-10
PKIB,,0.864189167392675
TAAR5,,0.503574785310305
NMBR,,0.388719184049065
SMPD2,,0.0427778667333609
MICAL1,,0.192433258480581
REPS1,,0.00488611978215361
STX11,,0.625998469407373
TEC,,
PRADC1,,
SEMA4F,,0.107598644475457
CCT7,,0.412336829944746
EGR4,,2.6824991376597E-05
RAB11FIP5,,3.76976330866546E-09
SMYD5,,0.488203169518626
DYSF,,0.262749182843474
CCDC142,,0.677662303318978
EMX1,,3.41327617793896E-04
KCNMB4,,0.275843543087036
USP15,,0.0235428191681627
GNS,,4.40969166274032E-08
CPM,,0.179571265104303
MDM2,,0.0059109552907283
KLHL36,,0.468065917094173
BCO1,,
MPHOSPH6,,0.181660930809342
KIAA0513,,1.64230254810202E-12
DYNC1LI2,,0.713058781438375
FHOD1,,0.155738651838369
CCDC102A,,8.83716029842601E-07
SLC9A5,,5.65887398409228E-04
AGT,,0.222743993980951
PCNX2,,2.10977243851579E-05
KCNK1,,0.00980676429964051
URB2,,0.0163477702890703
CAPN9,,0.478621435096617
COG2,,0.0290302256188936
ABCB10,,
NTPCR,,0.579026174086367
TAF5L,,
GLUL,,0.218024344640716
STX6,,0.552861148729027
RGS8,,1.98081097762937E-08
RNASEL,,0.00776759421589037
DHX9,,0.599061594739856
KIAA1614,,0.118940866914082
CEP350,,0.266199404026069
NPL,,0.539736103647302
NIBAN1,,8.44626743071213E-08
PIGC,,0.148341357439825
LAMC1,,1.56242888669043E-04
RC3H1,,0.0911798919726829
GPR55,,0.410345710674432
SP110,,2.32398391878648E-06
MRPL44,,0.42683703108243
CHRND,,0.211671666893331
PAX3,,0.00734465854969046
DOCK10,,1.77853878562977E-07
TTLL4,,0.0132253154775928
USP37,,0.780474736468064
HTR2B,,0.0338426187363839
ITM2C,,0.0422920721482108
SLC19A3,,0.00890627356360764
SERPINE2,,4.4005338598365E-04
DNAJB2,,7.62343719711393E-05
WNT10A,,0.155942251645561
TMBIM1,,0.00320713802585788
CYP27A1,,0.00793472158580981
EIF4E2,,0.0182440463523023
ARMC9,,0.854705343190347
CAB39,,0.09493435008785
COX5B,,3.1446698997976E-04
REV1,,0.47652727426126
TSGA10,,0.0283482595828047
MFSD9,,0.449116534111585
TMEM127,,0.380015605976362
EDAR,,0.471716430924401
TGFBRAP1,,0.326332012547635
GCC2,,0.00768482191033559
MRPS9,,0.780304156827936
C2orf49,,0.745246676955675
EPC2,,0.346504814609024
ARHGEF4,,8.95764383073813E-05
ISCU,,0.253905387266868
ALDH1L2,,5.93503221495006E-07
STAB2,,0.847204726682778
USP44,,0.821148117558839
SCYL2,,0.80089594484298
CKAP4,,0.0708251619465622
PLXNC1,,0.0167376267065524
APPL2,,1.29800627618332E-04
PWP1,,0.139995366248994
DRAM1,,1.16783224020165E-11
WASHC4,,1.09461931447836E-05
SLC41A2,,0.00435524778795987
VILL,,0.484314077231927
FLNB,,0.285329706596775
NEK3,,0.0260279757125441
PCDH8,,8.95235305491484E-05
VPS36,,4.22501979455488E-04
RNASEH2B,,0.689460670569539
CKAP2,,0.0169133922641331
CNMD,,0.00141166709705941
TBC1D4,,0.383133720485804
BORA,,3.93098423285512E-06
LRCH1,,0.292126898716384
SUCLA2,,0.00293995454099506
RCBTB1,,3.8465562834475E-05
MED4,,0.386851031202038
PHF11,,3.2134380690645E-07
COG3,,
LMO7,,
SCEL,,
ITM2B,,0.0503805205470552
SPRY2,,0.180581754549341
NUDT15,,0.00137513820174419
EDNRB,,0.805138771140864
RCBTB2,,0.00262173500086854
LCP1,,0.00265934619638489
SETDB2,,0.375371549300516
SCRN1,,0.174192382969396
TNS3,,0.00379653291717702
CHST12,,1.07233767232293E-07
IGF2BP3,,0.0138792955437411
GPNMB,,0.0240053859068744
RAPGEF5,,9.63225667679617E-12
RAC1,,
KDELR2,,1.68244904102801E-07
NUP42,,2.5900984267186E-04
IL6,,0.0517445377176971
ZDHHC4,,0.0079207536237393
AOAH,,0.0875594686645605
BZW2,,0.609743378135614
DGKB,,9.90508143731638E-05
TBRG4,,0.297035191080311
DDX56,,0.56967222500491
HUS1,,0.0086225703476839
NACAD,,0.0115306507405811
C7orf69,,0.0180030343285418
DBNL,,0.00178402789378735
CCM2,,1.23383419055167E-07
MYO1G,,0.584723910041888
TTYH3,,0.727785674289067
MMD2,,
CIDEB,,0.684385984884409
TTC5,,0.00599323671912626
NKX2-8,,6.37688016725557E-04
NKX2-1,,0.330781060402111
ZFHX2,,0.0226187585496646
ADAMTS7,,
ABHD17C,,
IREB2,,0.484705260703275
ALPK3,,0.104008757886581
TM6SF1,,0.764971698665851
CIB2,,3.50187555862573E-04
CALCOCO2,,0.00645828286266277
RSAD1,,
NMT1,,0.0108029228748683
