GeneNames,logFC,p_values
ATF1,,0.0119272105856839
NEUROD4,,0.236617057749437
ARHGAP9,,0.00164193903626243
NCKAP1L,,7.20664432625312E-06
MMP19,,0.0846504920459865
SPATS2,,0.00770543728312263
ORMDL2,,1.4000992477735E-07
NR4A1,,0.0698896197869494
PDE1B,,6.10993700436689E-06
HOXC13,,0.36076366614236
CDK2,,6.06387068943741E-07
LRP1,,3.35343056477103E-08
HOXC11,,0.412734169632484
ATG101,,0.168218894029444
NFE2,,0.597294337978069
HOXC12,,0.041395206996321
IKZF4,,0.0579411056757158
SMUG1,,0.451026538080013
EEF1AKMT3,,1.98755414827453E-08
KBTBD4,,0.518662564946835
SARDH,,0.475822366559426
DBH,,0.308496505641313
ATPAF1,,0.0959854060609241
STIL,,0.0447606356507941
HJURP,,0.0318763110332661
IL13RA2,,0.652269034744739
COL10A1,,0.254773071725592
AMD 1.00,,0.722089347999139
NDUFAF4,,0.186207296762219
USP45,,0.468564275432521
PLP1,,0.187115654262475
SERPINA7,,0.597073234227925
MORF4L2,,0.10425926291904
RAB9B,,
NRK,,0.304339409139445
FAM199X,,0.0812227887514085
ESX1,,
ATXN3L,,0.328442519749418
RAB9A,,0.00149562621575166
METTL8,,0.0117048101675601
TTC21B,,0.0411154440405275
NMI,,7.87599764005413E-10
TNFAIP6,,0.00830271237034056
ACVR1C,,7.40616471689937E-07
BAZ2B,,0.102048010564681
SLC36A1,,0.214000362649667
LPGAT1,,1.95176239870718E-09
BATF3,,9.12326413170523E-04
G0S2,,1.03238719045832E-04
KCNJ2,,0.484138391922407
RAP2C,,0.410722369179043
EXOSC9,,0.407598544341507
PLA2G12A,,
COQ8B,,0.280469691631128
PFKFB2,,
C4BPA,,0.340287695593035
C4BPB,,0.104077725766051
RAB38,,6.0534797572718E-07
GPR83,,1.35883583484501E-07
AGO2,,0.672923610658499
MXD4,,0.215275488889639
CKS2,,0.0947396388430441
DAW1,,0.542959512284519
ACSL3,,0.00337631947952073
CHPF,,0.13187275438142
DNPEP,,
INHA,,0.0133567607892618
MOGAT1,,0.409900214445163
OBSL1,,5.99314918470883E-04
FAM124B,,0.676998851879399
SLC12A4,,1.03377554955564E-04
ENKD1,,0.205456907964793
GCNT7,,0.638196126952762
CTCFL,,
FAM210B,,
PI3,,0.576392458541644
SNX21,,
SLPI,,0.00235681286191025
WFDC3,,0.0362059447129783
TTPAL,,0.221166045440559
PREX1,,8.48220583969213E-04
KCNS1,,0.189079424684986
SLC12A5,,5.4987235208592E-15
SDC4,,2.09634718722316E-04
NCOA3,,0.429684048180085
PIGT,,
SEMG2,,
MATN4,,0.108497808420142
NCOA5,,0.134312291792217
VAPB,,0.00484565099132355
PARD6B,,0.388719184049065
ATP5F1E,,0.210761717862071
CHD6,,0.0937573536519496
PLCG1,,0.0547960377812581
TOX2,,0.746643244983989
SRSF6,,0.0240407710888422
GDAP1L1,,1.52956138272546E-04
GTSF1L,,0.388448441131576
ARFGEF2,,0.0169740991560111
ZNFX1,,0.00568894210076893
ZNF831,,
EDN3,,0.739575894228676
CSE1L,,0.240470805383059
RAB22A,,0.0628747559092947
PTGIS,,0.887041133052451
STAU1,,0.469577885543403
CDH26,,0.772451718457931
SNAI1,,0.00926527482335413
MOCS3,,0.258187076741033
STX16,,0.263826788517987
PPP4R1L,,0.351102836715364
PMEPA1,,0.145859201606074
RNF114,,0.0132317642158152
ANKRD60,,0.546609056487994
DDX27,,0.442978745912029
RBPJL,,5.39010747873069E-04
SEMG1,,0.621117245945934
C20orf85,,
BCAS4,,1.73456044559133E-05
TP53TG5,,0.00199163999288438
PCK1,,0.0216312650741968
ZBP1,,0.0960530905699174
NEURL2,,0.427577506980757
MAGEA10,,
MTRR,,0.781458953981113
FASTKD3,,0.0841643903723137
PEPD,,1.07554287084405E-04
CHST8,,0.0177519484982653
IQSEC2,,7.22300050097035E-07
VAMP7,,0.629821102732118
XG,,
STAMBP,,0.10822811580263
NAGK,,9.95945973816119E-05
MCEE,,0.029318868515429
PAIP2B,,3.98075337737637E-06
SNRNP27,,0.264217968669875
MPHOSPH10,,0.662625617001318
IL17C,,3.15960019739357E-05
ATP8A1,,7.37235445659137E-07
USP22,,0.0300677512100433
POF1B,,0.0671925365142974
HIF3A,,0.158089042176876
ZNF576,,
IRGC,,0.475922422890744
ZNF45,,0.0681005097787609
LYPD3,,
CEACAM8,,0.751715123765672
NDP,,0.856172623765136
USP9X,,
CRISP2,,0.0815388448209411
F13A1,,0.185283480458447
GRM4,,0.00283902968969146
TRERF1,,0.281693797119244
PACSIN1,,2.2446467583756E-17
BTN2A2,,1.01280320386696E-04
SIRT5,,0.150771050656819
MRS2,,0.0389984938788855
WRNIP1,,0.127372750515344
RRP36,,6.84843383111884E-04
BTN2A3P,,0.284761268159351
BTN1A1,,0.33850483527261
SNRPC,,
SLC17A3,,0.105386270669329
SLC17A1,,0.122234527420981
SERPINB6,,5.57981980278043E-09
XPO5,,0.0251170644575786
ABCC10,,
H1-3,,0.309170667936745
PEX6,,0.0123560804184649
NQO2,,0.00524683660178073
OARD1,,0.413701899657518
UNC5CL,,
AARS2,,0.00320764819391432
H1-1,,0.141509312620874
ZNF391,,0.464815402208413
MOCS1,,
MED20,,0.00825342574114798
OR2B6,,
TBCC,,0.172386588346426
SPDEF,,0.0286075445910209
TCP11,,0.412979955876972
MAD2L1BP,,0.424371409749809
APOBEC2,,0.719821661423359
KLHDC3,,0.0795948893170138
GNMT,,0.1643173362068
DNAH8,,
TREM1,,0.00245112181258008
MEA1,,0.770405004738395
KLHL31,,0.00144481409134695
COL21A1,,0.157903845046545
CDKN1A,,0.0129065501571787
SOX4,,0.0742616706869502
GLO1,,0.376600356050603
CPNE5,,0.260692497247041
KCNK17,,0.208294768803877
RREB1,,0.0113502208530005
SSR1,,1.85515824811946E-09
RIOK1,,0.510388597167887
NRN1,,2.41612441116435E-09
SLC35B3,,0.306354564440481
RPP40,,0.801381340543305
ATXN1,,0.00345162954884043
NUP153,,
DEK,,0.0130045922750284
EEF1E1,,0.256327282839628
CRISP1,,0.462144842933841
RUNX2,,6.24304460575933E-07
OPN5,,0.491785470795203
LRRFIP1,,
ENSG00000124835,,
RAB17,,0.0521476650913204
CXCL6,,0.155030174249666
EREG,,
TRIM51,,0.0109601455216548
MYRF-AS1,,0.744398006874979
MYRF,,0.631155823673547
SCGB1D2,,0.784666753206322
SCGB2A1,,
AHNAK,,0.428184993820547
EMC3,,0.311971509548353
SSUH2,,0.382019624091426
WNT1,,0.578586268156316
SH3TC1,,0.00812076621417651
CNOT1,,0.0402236815429002
LRRC29,,0.0080966771217594
BBS2,,0.125017117112586
MT1G,,0.854388201918732
MT2A,,0.404338675853191
C16orf70,,0.00499621274837022
GOT2,,1.2718926222967E-04
DOK4,,0.123220520402717
PIWIL1,,0.00981010142077338
GPR18,,
CLYBL,,5.99504613839784E-05
TMTC4,,0.0378260158654132
RAP2A,,0.292592521158327
SLC10A2,,0.584723910041888
ABCC4,,9.77078140258779E-10
EFNB2,,0.0845712136565656
SOX21,,0.180701330838517
TM9SF2,,0.00187286985678216
HROB,,0.0210929132758316
KIF25,,0.00905745135129577
IRF1,,2.37249654210298E-05
UPF3B,,0.449875119159118
RNF113A,,0.696248930818002
SEPTIN6,,9.47159616485E-06
TMEM255A,,9.02715293560737E-09
NDUFA1,,0.466858941762788
AMELX,,
DMAC2L,,0.142782742165479
BMP4,,0.758229198136398
PTGER2,,0.0133627937212063
FAM193A,,0.0324014613158424
GRK4,,0.0133223181343923
SOX9,,0.552814103198804
TEKT3,,0.0111723430581699
MYH2,,
HS3ST3B1,,0.23911970506708
SLC25A35,,0.257871635549599
MRPS7,,0.192284129681878
GGA3,,0.588812492555319
ARMC7,,0.00264041437103801
NUP85,,0.321632391063501
SLC25A19,,5.75701001121685E-04
MIF4GD,,0.0107683219985596
NT5C,,
MIR9-1HG,,0.630996681068665
TTF1,,0.0681895789056461
GTF3C4,,0.658719100522112
DDX31,,0.273095197347938
BARHL1,,0.0499493637691436
PPP1R12C,,1.82281565981642E-05
MBOAT7,,0.0151182634848627
SRMS,,0.194401113730188
OPRL1,,0.219994081762035
LINC00029,,
SLC2A4RG,,0.0424438534002139
NPBWR2,,
FNDC11,,0.0256689589858337
BHLHE23,,0.0581766850760476
PPDPF,,0.768464990321596
IL1B,,1.19459159181138E-05
IL37,,0.123220520402717
CHCHD5,,0.0082920322043215
PAX8,,0.325523692021248
INSIG2,,0.723439493347905
POLR1B,,4.33262451050377E-04
CCDC93,,0.313180732829953
PSD4,,0.0016313492451333
SLC25A23,,3.32169998984434E-04
PSPN,,0.744041941181769
ALKBH7,,
CLPP,,0.4908429061947
TNFSF9,,9.54734503325091E-04
GRIA3,,0.143017386252564
THOC2,,
MED1,,8.73668008847226E-04
RPL23,,0.065186208887098
ATG4C,,0.485304980877386
CD70,,0.00595860790291188
C3,,2.56299655737852E-08
SH2D3A,,0.388719184049065
TRIP10,,1.19788323460796E-04
GPR108,,0.0376990639116354
TNFSF14,,0.483009064588352
FOSB,,
OPA3,,0.0360850376445081
SNRPD2,,0.673681424875208
RTN2,,3.60791580080224E-09
EML2,,0.0322206833863747
VASP,,0.00188269290651037
SYMPK,,0.255121903638408
GPCPD1,,0.00171240001333731
SDCBP2,,0.130500191869758
PANK2,,0.116621798505749
GNRH2,,0.539704203345017
DEFB126,,0.0507689192931805
FOXA2,,0.806900044381909
FAM182A,,0.145717754626453
CD93,,9.87162143007984E-06
GZF1,,0.486151535936489
PAX1,,0.748574099234329
NAPB,,1.2664216136464E-16
CST8,,0.779678631269601
CENPB,,0.0149247865034105
PSMF1,,6.61270781920833E-05
NKX2-2,,2.35310248970579E-06
DTD1,,5.11990176145935E-05
CSTL1,,
RBCK1,,0.0186109286228563
TMX4,,0.324924961769509
CST11,,
STK35,,0.126625160501454
SNRPB,,0.208182986477974
NRSN2,,0.0267395962661048
AP5S1,,0.149842845142571
RRBP1,,5.4410077515525E-08
BMP2,,8.39109765954662E-09
ZNF133,,0.733835707605972
FLRT3,,0.468519139107095
OVOL2,,0.0186973822691145
PCSK2,,1.17277790388506E-05
GFRA4,,
MKKS,,2.60505249741477E-04
BFSP1,,0.0240995906184948
DSTN,,0.758229198136398
LAMP5,,0.00139991896807681
SNRPB2,,0.0342875222584972
MGME1,,9.357629611523E-07
LRRN4,,0.506866272281434
TBC1D20,,0.589411014505808
ITPA,,1.71209340641812E-05
TCF15,,0.114185128164461
OTOR,,0.857577102508201
MCM8,,0.786235195930579
BANF2,,0.791442111692172
TMEM74B,,4.68313707564795E-05
FAM110A,,0.174820687146617
LINC02871,,0.254227138235846
SIRPD,,0.363905585309158
MRPS26,,0.011005368620651
DEFB129,,0.826930349432422
S1PR4,,0.0168882729683084
NCLN,,0.0460300289320425
HNRNPR,,0.0846504920459865
ZNF436,,0.0304326871418335
MAX,,
ARMCX5,,0.187918245622236
GDF5,,0.135118380527538
MMP24,,6.23239332066184E-07
NECAB3,,0.0262394752293695
ID1,,0.00214458291977005
RALY,,0.610972098478067
EIF2S2,,
ERGIC3,,8.23738236158898E-06
ROMO1,,0.0226927100543967
BPIFB9P,,0.325361884660271
FAM83C,,0.0100231801303918
BPIFB1,,0.160992428354364
CEP250,,
PLAGL2,,2.5900984267186E-04
MMP24OS,,0.775423284270458
GRPR,,0.693993600640401
KDM5C,,0.261477360989921
AMOT,,0.454211342188536
TMEM115,,1.69011602014399E-04
PSMB2,,0.208376036456308
AGO3,,0.813156110255374
UROD,,0.358843361866503
ST3GAL3,,0.184883111175425
TMEM53,,0.394594539963045
HECTD3,,0.280314847321355
KLC1,,6.47036566589897E-04
XRCC3,,0.537015846647975
TUBGCP3,,0.728190991284822
MCF2L,,3.9527230672696E-06
F10,,0.0312082964819535
PCID2,,
SLURP1,,
LRFN3,,0.332281507473409
CAPNS1,,0.0109601455216548
PDCD2L,,0.293305495548831
RBM42,,0.017567081220156
KIRREL2,,0.0280128698727951
UBA2,,0.00923946844734069
FFAR2,,0.392922276293481
HCST,,0.0014562118526632
FFAR1,,0.634553647792277
COX6B1,,0.102031790464948
KRT36,,
THRA,,0.0162648914399636
CCR7,,0.0851164495264471
NR1D1,,0.0326564256120095
FRMD8,,3.34050679309762E-06
PRDX5,,0.77893802029363
BCL2L12,,0.271518386395335
IRF3,,0.390794754658319
PRMT1,,0.144849723653036
RRAS,,4.26332834076686E-04
PRRG2,,0.125051536813115
SCAF1,,0.724443496845379
PRR12,,0.308613821196533
TSKS,,0.0341599724412857
FLRT1,,0.0105675980134316
CSN1S1,,0.130143285317834
STATH,,
HTN1,,0.0686730522100867
STAT5A,,1.53714260314317E-04
WNK4,,0.00721605910571844
BECN1,,0.398361740440172
PRKCG,,3.43764001418878E-06
TRAP1,,0.0160813196781683
GLIS2,,0.00167419240932419
NSRP1,,0.00406567806434524
DNAJC8,,0.637053127728137
AHDC1,,0.543863926612617
DACH2,,2.22972786316237E-04
ZNF384,,0.344324238108614
EMG1,,0.114250296623467
SSX1,,0.214028810451723
UXT,,0.0455213020140317
ELK1,,0.0017844220637812
TIMM17B,,0.391685429488724
PCNX4,,6.32902831578334E-04
ATG14,,0.141436124053784
KTN1,,0.00853230497947606
SIX1,,0.163343871599644
RHOJ,,1.19089815106739E-04
DLGAP5,,4.42700460170195E-05
L3HYPDH,,3.86867286198724E-05
HSPA2,,0.894649223499006
ZBTB1,,0.00450053091488663
TRMT5,,4.14205742393286E-07
SGPP1,,0.150890280433489
PLEKHG3,,0.267952901130131
PZP,,0.0443007919329476
PRDM7,,
RHOT1,,8.47363301176383E-04
EVI2A,,
OMG,,0.323737675888557
DYNC2I1,,0.352096165417926
AIF1L,,0.176000111421148
FAM78A,,0.672298720249411
NUP214,,0.00145311073118912
CTAG2,,0.0236813814389634
AVPR2,,0.726807701708843
SLC10A3,,0.0499488422731312
MAP2K2,,0.302779358736393
HNRNPH2,,0.202611756537199
ARMCX1,,0.613296025285589
TMEM35A,,0.0242693782528483
NXF5,,
TIMM8A,,0.317900577988779
ZC4H2,,0.193521726623913
CANX,,1.10176591361297E-04
INTS11,,9.36713161296865E-04
RGS13,,
IPPK,,0.0362793954789174
OMD,,0.744041941181769
FGD3,,0.00297988845633025
HIVEP3,,0.765713755928482
PPCS,,0.864295673150075
EDN2,,
BCL11B,,0.3934382691113
COX7C,,0.0175922477109379
TRAF2,,0.0353244273784226
ABHD8,,2.4896384942839E-07
MASP1,,0.026464512053933
ATP13A4,,0.907591194295766
PLAAT1,,0.0162234702893748
HELB,,
IL22,,
TSPAN8,,
BEST3,,2.52723113928092E-10
RAB3IP,,3.39866776279586E-08
PTPRB,,0.670732351229855
DYRK2,,0.343570346250759
YEATS4,,0.16221410476927
TAS2R3,,0.122715087781942
TAS2R4,,0.408649882652351
TAS2R5,,0.100924410737533
CRYGN,,
LRRC61,,0.150771050656819
TRPV5,,0.497416098858844
IDUA,,1.3518975161503E-04
FGFRL1,,0.0777151303194935
TMEM175,,
AUNIP,,0.0121566740687877
PIN1,,1.11706881999889E-06
FBXL12,,0.50740014256254
EMC1,,0.4672849325197
PLA2G5,,0.348653997315057
UBR4,,0.747464903969606
HP1BP3,,
ADGRE2,,4.54082181701306E-04
SIN3B,,1.02447285366683E-04
SLC35E1,,
EPS15L1,,0.281641830054896
KLF2,,
OR7C2,,
OR7C1,,
UQCR11,,0.00250096470896072
SYNGR3,,9.14247158941866E-12
PKMYT1,,0.696492231857601
WFIKKN1,,0.310145064154805
WDR24,,0.158284728106739
FBXL16,,2.57934011438605E-10
CHTF18,,0.0614840233116794
GNG13,,0.061845371266819
MACF1,,0.64271787621357
SMARCA4,,0.451293566029101
KDM4B,,0.214753591913945
TICAM1,,0.282059549264866
METTL25,,0.173847409902693
IL17B,,0.676998851879399
EMC6,,0.340576598569094
METTL16,,0.157889340328647
TUBA4A,,3.85253528069886E-11
VIL1,,
AAMP,,0.574864355587781
PNKD,,0.607926682908152
TNFRSF19,,5.51095172694707E-09
RNF6,,0.0448012447692921
ECHS1,,0.00972565676503911
ZNF835,,0.241611516881016
AKAP9,,0.0604500428224885
GNG11,,0.641317633400236
SEM1,,0.151555889880367
GNGT1,,
HIP1,,5.93270472394134E-12
PTPN12,,9.97461786123977E-04
POR,,0.243163685626402
FGL2,,0.00327732042377804
STYXL1,,
STEAP4,,1.33730388043232E-05
GNAI1,,0.347097049654024
PMS2P3,,0.0885634595921243
PEX1,,0.250504043065358
SGCE,,0.0223713638925298
RBM48,,
CASD1,,0.0586253115482079
ZNF780B,,0.0110772015911878
LRFN1,,0.00113469406685319
ZFP36,,0.0750523315292253
SPINK2,,0.817201552080197
RASL11B,,0.0453280696444067
PAICS,,0.0421781686184062
KDR,,0.00555675653740363
PPAT,,0.397266473880359
TUBGCP6,,0.122988449217663
ADM2,,
DGCR8,,0.104806528797641
ASPHD2,,1.40499639920206E-06
VPREB3,,0.745729352853405
SDF2L1,,0.127045757454046
GAL3ST1,,1.74234930193134E-04
YWHAH,,7.26795863256665E-07
RFPL1,,
RFPL2,,2.17529752557322E-06
GNAZ,,3.28049580542546E-06
MGAT3,,4.33936618605701E-04
A4GALT,,0.122774189695788
RFPL3,,3.98315733834512E-05
CDC42EP1,,0.0172067460462284
APOL3,,3.60569469009655E-05
MCHR1,,0.00572907808799881
TPST2,,0.0583281793177189
BAIAP2L2,,5.82513768746439E-04
MPST,,0.159675271868495
GALR3,,0.0106013106558994
TST,,0.880581084401875
APOL5,,0.404835579302005
IGLL1,,0.0712420746968422
APOL2,,0.257939070580798
RAC2,,2.54028975139684E-05
LIF,,7.18842168109308E-10
C22orf23,,0.801034167886462
APOBEC3A,,0.683437553681268
APOBEC3F,,0.417222135709723
RIBC2,,0.534908688908586
KRT17,,1.04542549165686E-05
TBC1D27P,,
RNF112,,0.347770147179594
SPECC1,,0.674282217372755
DOCK4,,0.0624315077287538
POT1,,0.155386337808542
TAS2R16,,0.0938347866805165
ATP6V1F,,0.00900205941186004
LSM 8.00,,2.12423573691026E-04
CDHR3,,4.23778294338079E-04
PRKRIP1,,0.627556793608019
PODXL,,6.36513611450158E-06
FOXP2,,4.41467327956858E-08
STRIP2,,5.02189066095837E-05
IFT22,,0.336216589136997
MKLN1,,0.0853493119915854
DNAJB9,,
FLNC,,0.00754506626486178
LRRC4,,0.0025193760131383
CALU,,2.85253134342359E-04
CCDC136,,1.00127407994165E-08
SMO,,0.0921783796692319
IRF5,,0.0590727412670185
LRRC17,,0.035644528985463
KLHDC10,,0.112572343030461
NDUFA5,,0.208989085413291
OPN1SW,,0.702645917747229
MRPS12,,0.522753761357207
MYO1B,,0.358418018310173
HOXD1,,0.542741144595862
MTX2,,2.73345575575021E-04
PDE11A,,0.662059381755456
CHN1,,5.17083251544273E-09
GAD1,,0.00767311299032135
OSGEPL1,,0.163498145299351
ORMDL1,,0.219584863713464
HAT1,,4.06937690325741E-04
HOXD9,,0.574584013527327
HOXD10,,
HOXD11,,
HOXD13,,0.462144842933841
HERC2,,0.00453258776313723
PSMG2,,0.226315435462572
TWSG1,,1.01431620890573E-05
ARHGAP22,,0.00200473956133572
WDFY4,,7.67800488297125E-04
EIF2AK4,,0.247763344023325
MYO5C,,0.310409983204934
CGNL1,,0.230444740138846
TMOD2,,0.574893117154819
TTBK2,,1.11278606496747E-07
CCDC32,,0.407713910082356
INO80,,
ICE2,,3.85324820437349E-04
DLL4,,0.141198292540882
ALDH1A2,,0.00703507390583999
MINDY2,,0.072173462502539
IVD,,2.41345104958171E-08
KNSTRN,,0.0206058904179244
DUT,,0.553419336326437
CHAC1,,0.189027085182566
ARPP19,,0.049347874438888
VPS13C,,4.70576250542836E-04
ISLR,,0.0261377885974503
THAP10,,8.47447871647794E-04
LOXL1,,1.09055559307138E-07
ANAPC13,,
MBD4,,0.731840927459294
COPB1,,0.0324038520879281
SUMF2,,0.0037563974399694
PALLD,,1.81987660647018E-06
SPCS3,,0.357154377299623
BBOX1,,0.221072947004629
MYOD1,,0.0478702681426129
SERGEF,,0.0442341944802538
KCNC1,,0.00215221417893894
TPH1,,
CSRP3,,0.661610692764055
E2F8,,
DCTD,,
SOX15,,
PIMREG,,0.0034495501786959
RPAIN,,0.514121315142302
USP6,,0.0442633411564118
SHBG,,
PLD2,,0.130143285317834
AIPL1,,2.21248020552461E-04
TXNDC17,,0.0274629701034962
ATP1B2,,0.038527102059464
FXR2,,2.75020985456591E-04
KIF1C,,0.0904496667559406
MPDU1,,0.00304539629782374
PHF20L1,,0.00223232376759218
LRRC6,,0.349078066429472
CCNT1,,0.581835288529607
PUS7L,,
KRI1,,0.819005387508952
ILF3,,0.765538914773141
SLC44A2,,4.11140476512068E-09
AP1M2,,
CDKN2D,,4.21452417000468E-08
MTUS1,,0.575724189628378
KLK14,,0.0293631012428018
SIGLEC9,,
KLK10,,0.383660441215079
NGDN,,0.784666753206322
RIPK3,,
ADCY4,,0.608282813968528
RAB2B,,0.622656943038452
BCL2L2,,4.0633067133873E-08
AJUBA,,1.79811402886377E-05
DTD2,,0.317447171256446
PARP2,,5.12870176960084E-05
HEATR5A,,9.83944916520235E-06
FOXA1,,
SNX6,,4.09830212273474E-04
EAPP,,0.649982558389338
EGLN3,,0.0369053509945376
MIS18BP1,,0.0405933332190963
NRL,,
RNASE1,,0.00217800348438741
NEDD8,,0.252426657461739
DAD1,,5.91553658334023E-04
TEP1,,5.49410648282414E-04
EPB41L4A,,1.78247439031851E-04
CDO1,,0.00943866672636931
REEP5,,6.68336061425165E-06
ITFG1,,0.00756450108984316
QRICH2,,6.35816918444881E-04
FOXJ1,,0.0589379529318199
SEC14L1,,0.191427765743319
RHBDF2,,1.78596859240484E-04
AANAT,,0.0522936310551623
ARHGEF6,,1.08448603279928E-11
MAP7D3,,1.59897425363207E-05
FGF13,,1.10423917550555E-04
ASH2L,,
TTI2,,0.0943442494831244
ART1,,0.478527563441344
CHRNA10,,0.0213085372975442
CDKN1C,,
SGO1,,0.0978962883005441
RPS4Y1,,0.0211055760746309
CDH15,,0.108092585123912
KLF16,,0.00427648644762555
PGAP6,,2.87242053222114E-08
DOHH,,0.00807566226493536
MAU2,,
SHC2,,0.505118297409691
PLPPR3,,0.00148552093503872
LBP,,0.130186306937319
SYT5,,1.94697961491895E-07
TNNI3,,8.86666906553211E-04
CBFA2T3,,8.36593134498368E-05
GAMT,,0.0731651854357212
PUDP,,1.9166957230922E-05
ERMARD,,0.00504664936351859
PHF10,,0.21791534388377
PRRG3,,0.0812571867669518
GALNT8,,0.0517482798936198
KCNA5,,0.435874247018537
CRACR2A,,0.0157478591181856
NXNL2,,
STARD8,,0.175111313985126
FAM155B,,0.324248209513694
GDPD2,,0.115105053555332
SAT1,,0.168499056636742
GNL3L,,0.0528974471379693
SH3BP4,,2.17167343988628E-05
MOSPD2,,0.723793634049713
DOCK6,,0.00856545431597084
ECSIT,,0.00548903471616201
LDLR,,0.0116707823382698
ELOF1,,0.0880509040328724
TSPAN16,,0.39093476826707
ANGPTL8,,0.0238032903315152
PRKCSH,,0.364100833782233
CNN1,,3.89400164596381E-04
CDC16,,0.354119962300771
ZSCAN10,,0.190644431969259
THEM6,,0.75490615244259
NECTIN2,,5.21556850823426E-04
APOE,,0.0372662377572043
TOMM40,,0.0334664687321834
APOC1,,0.00367660312359399
GADD45G,,9.53893356599243E-04
LRCH2,,0.0585771615832736
DPP6,,0.0495026652469991
XPO7,,
FAM98C,,0.161033288589961
SAFB2,,0.460677845271203
RPL36,,0.200847788788064
ATP8B3,,0.514325691779509
NCAN,,0.00515999876096353
KIF1A,,5.78215864524451E-11
GTPBP3,,
PLVAP,,7.71208634600434E-04
BST2,,0.0272180845866615
SLC27A1,,0.374857108093142
USHBP1,,0.00933218256617502
COLGALT1,,0.0889542204735761
DDA1,,0.474176023275377
MRPL34,,0.145209774838485
PGLS,,2.5960784361113E-06
LSM 7.00,,0.40887097127704
TULP4,,1.34539841715387E-05
SNX9,,0.116366867616908
RTN4IP1,,0.678435405100484
QRSL1,,1.89372279859725E-04
MTRES1,,0.81467766140559
RSPH3,,0.0829967484429612
MAS1,,0.677071689537521
ACSBG2,,0.534657603873768
MLLT1,,0.0512197693628049
BMP15,,0.443603232384039
AFDN,,0.728176428299318
ACTN4,,0.00310629938618306
STK33,,2.72686885473573E-04
NDUFA10,,0.0188593686259582
EPO,,0.0638365506856853
CACNG6,,0.669440178610295
ZSWIM6,,0.171783950635613
FCHO1,,1.72939139434637E-04
UNC13A,,5.43651591829015E-08
MAP1S,,0.0223681630154209
KLHDC7B,,0.221998182042471
PXDN,,2.65518251955149E-09
SSBP4,,0.063412011197618
GDF15,,0.162436164675904
PGPEP1,,1.18442832353936E-06
IQCN,,0.00780701296349333
LSM 4.00,,0.00589502009838428
JUND,,0.0319561330719084
HRC,,0.222592209713282
TRPM4,,0.733561472015316
SULT4A1,,5.12795473887105E-12
ZNF557,,0.0255712567584268
CRB3,,0.00144600406847508
OLFM1,,8.51932794743999E-07
CAMSAP1,,1.65056412301609E-08
UBAC1,,0.00200669616096671
SAG,,0.614084302779742
ZBTB46,,0.00927968398120533
HELZ2,,0.0608990491543344
SAMD10,,0.594583967294057
LSP1,,0.00421024877981077
TNNT3,,0.107312111759253
TNNI2,,
H19,,7.50102431106171E-08
COL5A1,,0.00221603929618794
ATXN10,,0.428007753473831
TUBGCP2,,0.0344644930628995
TUBGCP2,,0.00310629938618306
CALY,,1.58706424544502E-15
CYP 20.00,,4.10403450113651E-08
PNPLA7,,0.00643662630995433
PAK4,,0.388719184049065
MNX1,,0.00490674214329555
ZNF337,,0.613154684414296
CEP85,,
TAF4,,0.688225847759009
GATA5,,
RBBP8NL,,0.00264987772054619
LAMA5,,0.814333455769214
OSBPL2,,1.59551268839468E-04
ADRM1,,0.308613821196533
ASS1,,1.266270562976E-04
PRDM12,,0.0588784629996235
EXOSC2,,0.571350605546805
POMT1,,
UCK1,,0.115827180063207
FIBCD1,,0.25911308118161
CHMP2A,,0.598657090582585
UBE2M,,0.35856376840279
METTL26,,1.10857228866754E-04
YIPF2,,
EIF2S3,,0.121852627310285
TMEM160,,0.00151544153445378
ZC3H4,,0.343550374685257
NPAS1,,0.0022041804021931
GMFG,,5.9423503144826E-05
MAP3K10,,1.7384331503626E-04
ARHGEF16,,0.201275841768358
LRRC47,,0.151157918025607
SESN2,,
SMPDL3B,,
ATP5IF1,,0.0364982577959123
MED18,,0.550082739318764
THEMIS2,,0.0115306507405811
CLIP1,,0.286542073379118
CCDC62,,
HIP1R,,0.00158091984287584
ZNF317,,0.583732235551974
PPAN,,0.254279869337923
EIF3G,,0.0135870189337283
ANGPTL6,,0.506468921523664
SHFL,,
DNMT1,,0.528992492815507
ZNF426,,0.815492832242669
SLC6A8,,0.0112079971423983
PNCK,,9.52254925046546E-06
DKC1,,0.00287526175020015
PLXNA3,,0.0204479372621263
DUSP9,,0.0334228830984424
MPP1,,0.00242781507659096
ZNF331,,0.0324350173464683
ZNF236,,0.657793174369826
SLC7A10,,1.24188022185509E-06
C12orf65,,0.0670129932738014
NOL11,,0.431862449172647
UBE4B,,0.0664322538296374
CASZ1,,
PKDREJ,,0.658911647032973
HABP4,,1.35883583484501E-07
FBP2,,0.234672012865473
SLC35D2,,1.52992493721825E-08
PRRG1,,0.0438302419523684
UBA1,,0.0402150053935406
RGN,,
TXLNGY,,0.121826110783811
PPIL4,,0.00149025836498574
ULBP2,,2.59567909956084E-04
AKAP12,,0.0601794121221247
SYNE1,,9.18363937754188E-04
ULBP3,,0.512877355958103
LATS1,,0.166675638498692
EPS8L1,,0.00917729963187734
LILRB2,,0.7810010658953
AAR2,,6.32680269972257E-06
TTLL9,,
BPIFA2,,0.56851711049215
RBM39,,0.735814848956629
COX4I2,,0.350700466262089
BPIFA3,,
